canonical_pathway	pvalue_adj	sig
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING	1	0
REACTOME_GPCR_LIGAND_BINDING	1	0
REACTOME_GPER1_SIGNALING	1	0
REACTOME_GPVI_MEDIATED_ACTIVATION_CASCADE	1	0
REACTOME_GRB2_EVENTS_IN_ERBB2_SIGNALING	1	0
REACTOME_GRB2_SOS_PROVIDES_LINKAGE_TO_MAPK_SIGNALING_FOR_INTEGRINS	1	0
REACTOME_GRB7_EVENTS_IN_ERBB2_SIGNALING	1	0
REACTOME_GROWTH_HORMONE_RECEPTOR_SIGNALING	1	0
REACTOME_G_ALPHA_12_13_SIGNALLING_EVENTS	1	0
REACTOME_G_ALPHA_I_SIGNALLING_EVENTS	1	0
REACTOME_G_ALPHA_Q_SIGNALLING_EVENTS	1	0
REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	1	0
REACTOME_G_ALPHA_Z_SIGNALLING_EVENTS	1	0
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_CDC42	1	0
REACTOME_G_BETA_GAMMA_SIGNALLING_THROUGH_PI3KGAMMA	1	0
REACTOME_G_PROTEIN_ACTIVATION	1	0
REACTOME_G_PROTEIN_BETA_GAMMA_SIGNALLING	1	0
REACTOME_G_PROTEIN_MEDIATED_EVENTS	1	0
REACTOME_HATS_ACETYLATE_HISTONES	1	0
REACTOME_HCMV_EARLY_EVENTS	1	0
REACTOME_HCMV_INFECTION	1	0
REACTOME_HCMV_LATE_EVENTS	1	0
REACTOME_HDACS_DEACETYLATE_HISTONES	1	0
REACTOME_HDL_ASSEMBLY	1	0
REACTOME_HDL_CLEARANCE	1	0
REACTOME_HDL_REMODELING	1	0
REACTOME_HDMS_DEMETHYLATE_HISTONES	1	0
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	1	0
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	1	0
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	1	0
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	1	0
REACTOME_HEDGEHOG_OFF_STATE	1	0
REACTOME_HEDGEHOG_ON_STATE	1	0
REACTOME_HEME_BIOSYNTHESIS	1	0
REACTOME_HEME_DEGRADATION	1	0
REACTOME_HEME_SIGNALING	1	0
REACTOME_HEMOSTASIS	1	0
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM	1	0
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	1	0
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	1	0
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS	1	0
REACTOME_HISTIDINE_CATABOLISM	1	0
REACTOME_HIV_ELONGATION_ARREST_AND_RECOVERY	1	0
REACTOME_HIV_INFECTION	1	0
REACTOME_HIV_LIFE_CYCLE	1	0
REACTOME_HIV_TRANSCRIPTION_ELONGATION	1	0
REACTOME_HIV_TRANSCRIPTION_INITIATION	1	0
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	1	0
REACTOME_HOMOLOGY_DIRECTED_REPAIR	1	0
REACTOME_HORMONE_LIGAND_BINDING_RECEPTORS	1	0
REACTOME_HOST_INTERACTIONS_OF_HIV_FACTORS	1	0
REACTOME_HSF1_ACTIVATION	1	0
REACTOME_HSF1_DEPENDENT_TRANSACTIVATION	1	0
REACTOME_HSP90_CHAPERONE_CYCLE_FOR_STEROID_HORMONE_RECEPTORS_SHR_IN_THE_PRESENCE_OF_LIGAND	1	0
REACTOME_HS_GAG_BIOSYNTHESIS	1	0
REACTOME_HS_GAG_DEGRADATION	1	0
REACTOME_HUR_ELAVL1_BINDS_AND_STABILIZES_MRNA	1	0
REACTOME_HYALURONAN_BIOSYNTHESIS_AND_EXPORT	1	0
REACTOME_HYALURONAN_METABOLISM	1	0
REACTOME_HYALURONAN_UPTAKE_AND_DEGRADATION	1	0
REACTOME_HYDROLYSIS_OF_LPC	1	0
REACTOME_IFNG_SIGNALING_ACTIVATES_MAPKS	1	0
REACTOME_IKBA_VARIANT_LEADS_TO_EDA_ID	1	0
REACTOME_IKK_COMPLEX_RECRUITMENT_MEDIATED_BY_RIP1	1	0
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS	1	0
REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL	1	0
REACTOME_INACTIVATION_OF_CDC42_AND_RAC1	1	0
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING	1	0
REACTOME_INCRETIN_SYNTHESIS_SECRETION_AND_INACTIVATION	1	0
REACTOME_INDUCTION_OF_CELL_CELL_FUSION	1	0
REACTOME_INFECTION_WITH_MYCOBACTERIUM_TUBERCULOSIS	1	0
REACTOME_INFECTIOUS_DISEASE	1	0
REACTOME_INFLAMMASOMES	1	0
REACTOME_INFLUENZA_INFECTION	1	0
REACTOME_INHIBITION_OF_DNA_RECOMBINATION_AT_TELOMERE	1	0
REACTOME_INHIBITION_OF_REPLICATION_INITIATION_OF_DAMAGED_DNA_BY_RB1_E2F1	1	0
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS	1	0
REACTOME_INITIAL_TRIGGERING_OF_COMPLEMENT	1	0
REACTOME_INITIATION_OF_NUCLEAR_ENVELOPE_NE_REFORMATION	1	0
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS	1	0
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL	1	0
REACTOME_INNATE_IMMUNE_SYSTEM	1	0
REACTOME_INOSITOL_PHOSPHATE_METABOLISM	1	0
REACTOME_INSERTION_OF_TAIL_ANCHORED_PROTEINS_INTO_THE_ENDOPLASMIC_RETICULUM_MEMBRANE	1	0
REACTOME_INSULIN_PROCESSING	1	0
REACTOME_INSULIN_RECEPTOR_RECYCLING	1	0
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	1	0
REACTOME_INTEGRATION_OF_ENERGY_METABOLISM	1	0
REACTOME_INTEGRATION_OF_PROVIRUS	1	0
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS	1	0
REACTOME_INTEGRIN_SIGNALING	1	0
REACTOME_INTERACTIONS_OF_REV_WITH_HOST_CELLULAR_PROTEINS	1	0
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS	1	0
REACTOME_INTERACTION_BETWEEN_L1_AND_ANKYRINS	1	0
REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA	1	0
REACTOME_INTERCONVERSION_OF_NUCLEOTIDE_DI_AND_TRIPHOSPHATES	1	0
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING	1	0
REACTOME_INTERFERON_GAMMA_SIGNALING	1	0
REACTOME_INTERFERON_SIGNALING	1	0
REACTOME_INTERLEUKIN_10_SIGNALING	1	0
REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING	1	0
REACTOME_INTERLEUKIN_12_SIGNALING	1	0
REACTOME_INTERLEUKIN_15_SIGNALING	1	0
REACTOME_INTERLEUKIN_17_SIGNALING	1	0
REACTOME_INTERLEUKIN_18_SIGNALING	1	0
REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING	1	0
REACTOME_INTERLEUKIN_1_PROCESSING	1	0
REACTOME_INTERLEUKIN_1_SIGNALING	1	0
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	1	0
REACTOME_INTERLEUKIN_21_SIGNALING	1	0
REACTOME_INTERLEUKIN_23_SIGNALING	1	0
REACTOME_INTERLEUKIN_27_SIGNALING	1	0
REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING	1	0
REACTOME_INTERLEUKIN_2_SIGNALING	1	0
REACTOME_INTERLEUKIN_35_SIGNALLING	1	0
REACTOME_INTERLEUKIN_36_PATHWAY	1	0
REACTOME_INTERLEUKIN_37_SIGNALING	1	0
REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING	1	0
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	1	0
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	1	0
REACTOME_INTERLEUKIN_6_SIGNALING	1	0
REACTOME_INTERLEUKIN_7_SIGNALING	1	0
REACTOME_INTERLEUKIN_9_SIGNALING	1	0
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING	1	0
REACTOME_INTESTINAL_ABSORPTION	1	0
REACTOME_INTRACELLULAR_SIGNALING_BY_SECOND_MESSENGERS	1	0
REACTOME_INTRAFLAGELLAR_TRANSPORT	1	0
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	1	0
REACTOME_INTRA_GOLGI_TRAFFIC	1	0
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	1	0
REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION	1	0
REACTOME_INWARDLY_RECTIFYING_K_CHANNELS	1	0
REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS	1	0
REACTOME_ION_CHANNEL_TRANSPORT	1	0
REACTOME_ION_HOMEOSTASIS	1	0
REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES	1	0
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX	1	0
REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX	1	0
REACTOME_IRAK4_DEFICIENCY_TLR2_4	1	0
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES	1	0
REACTOME_IRF3_MEDIATED_ACTIVATION_OF_TYPE_1_IFN	1	0
REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN	1	0
REACTOME_IRON_UPTAKE_AND_TRANSPORT	1	0
REACTOME_IRS_ACTIVATION	1	0
REACTOME_IRS_MEDIATED_SIGNALLING	1	0
REACTOME_ISG15_ANTIVIRAL_MECHANISM	1	0
REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1	1	0
REACTOME_JOSEPHIN_DOMAIN_DUBS	1	0
REACTOME_KEAP1_NFE2L2_PATHWAY	1	0
REACTOME_KERATAN_SULFATE_BIOSYNTHESIS	1	0
REACTOME_KERATAN_SULFATE_DEGRADATION	1	0
REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM	1	0
REACTOME_KERATINIZATION	1	0
REACTOME_KETONE_BODY_METABOLISM	1	0
REACTOME_KILLING_MECHANISMS	1	0
REACTOME_KINESINS	1	0
REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA	1	0
REACTOME_L1CAM_INTERACTIONS	1	0
REACTOME_LAGGING_STRAND_SYNTHESIS	1	0
REACTOME_LAMININ_INTERACTIONS	1	0
REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY	1	0
REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS	1	0
REACTOME_LDL_CLEARANCE	1	0
REACTOME_LDL_REMODELING	1	0
REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION	1	0
REACTOME_LEISHMANIA_INFECTION	1	0
REACTOME_LEUKOTRIENE_RECEPTORS	1	0
REACTOME_LGI_ADAM_INTERACTIONS	1	0
REACTOME_LIGAND_RECEPTOR_INTERACTIONS	0	1
REACTOME_LINOLEIC_ACID_LA_METABOLISM	1	0
REACTOME_LIPID_PARTICLE_ORGANIZATION	1	0
REACTOME_LIPOPHAGY	1	0
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	1	0
REACTOME_LONG_TERM_POTENTIATION	1	0
REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME	1	0
REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER	1	0
REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX	1	0
REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION	1	0
REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION	1	0
REACTOME_LYSINE_CATABOLISM	1	0
REACTOME_LYSOSOME_VESICLE_BIOGENESIS	1	0
REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS	1	0
REACTOME_MAP2K_AND_MAPK_ACTIVATION	1	0
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	1	0
REACTOME_MAPK1_ERK2_ACTIVATION	1	0
REACTOME_MAPK3_ERK1_ACTIVATION	1	0
REACTOME_MAPK6_MAPK4_SIGNALING	1	0
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	1	0
REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES	1	0
REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION	1	0
REACTOME_MATERNAL_TO_ZYGOTIC_TRANSITION_MZT	1	0
REACTOME_MATURATION_OF_PROTEIN_3A	1	0
REACTOME_MATURATION_OF_SARS_COV_1_NUCLEOPROTEIN	1	0
REACTOME_MATURATION_OF_SARS_COV_1_SPIKE_PROTEIN	1	0
REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN	1	0
REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN	1	0
REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS	1	0
REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS	1	0
REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS	1	0
REACTOME_MEIOSIS	1	0
REACTOME_MEIOTIC_RECOMBINATION	1	0
REACTOME_MEIOTIC_SYNAPSIS	1	0
REACTOME_MELANIN_BIOSYNTHESIS	1	0
REACTOME_MEMBRANE_TRAFFICKING	1	0
REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES	1	0
REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES	0	1
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	1	0
REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS	1	0
REACTOME_METABOLISM_OF_CARBOHYDRATES	1	0
REACTOME_METABOLISM_OF_COFACTORS	1	0
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	1	0
REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES	1	0
REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE	1	0
REACTOME_METABOLISM_OF_LIPIDS	1	0
REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION	1	0
REACTOME_METABOLISM_OF_NUCLEOTIDES	1	0
REACTOME_METABOLISM_OF_POLYAMINES	1	0
REACTOME_METABOLISM_OF_PORPHYRINS	1	0
REACTOME_METABOLISM_OF_RNA	1	0
REACTOME_METABOLISM_OF_STEROIDS	1	0
REACTOME_METABOLISM_OF_STEROID_HORMONES	1	0
REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS	1	0
REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS	1	0
REACTOME_METALLOPROTEASE_DUBS	1	0
REACTOME_METALLOTHIONEINS_BIND_METALS	1	0
REACTOME_METAL_ION_SLC_TRANSPORTERS	1	0
REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	0	1
REACTOME_METHIONINE_SALVAGE_PATHWAY	1	0
REACTOME_METHYLATION	1	0
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING	1	0
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	1	0
REACTOME_MET_ACTIVATES_PTPN11	1	0
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	1	0
REACTOME_MET_ACTIVATES_RAS_SIGNALING	0	1
REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS	1	0
REACTOME_MET_PROMOTES_CELL_MOTILITY	1	0
REACTOME_MET_RECEPTOR_ACTIVATION	1	0
REACTOME_MET_RECEPTOR_RECYCLING	1	0
REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION	1	0
REACTOME_MICRORNA_MIRNA_BIOGENESIS	1	0
REACTOME_MINERALOCORTICOID_BIOSYNTHESIS	1	0
REACTOME_MIRO_GTPASE_CYCLE	1	0
REACTOME_MISCELLANEOUS_SUBSTRATES	1	0
REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS	0	1
REACTOME_MISMATCH_REPAIR	1	0
REACTOME_MITOCHONDRIAL_BIOGENESIS	0	1
REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT	1	0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	1	0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	1	0
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS	1	0
REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS	1	0
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT	1	0
REACTOME_MITOCHONDRIAL_RNA_DEGRADATION	1	0
REACTOME_MITOCHONDRIAL_TRANSLATION	1	0
REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION	1	0
REACTOME_MITOCHONDRIAL_UNCOUPLING	1	0
REACTOME_MITOPHAGY	1	0
REACTOME_MITOTIC_G1_PHASE_AND_G1_S_TRANSITION	1	0
REACTOME_MITOTIC_G2_G2_M_PHASES	1	0
REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE	1	0
REACTOME_MITOTIC_PROMETAPHASE	1	0
REACTOME_MITOTIC_PROPHASE	1	0
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	1	0
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	1	0
REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM	1	0
REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES	1	0
REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS	1	0
REACTOME_MRNA_CAPPING	1	0
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE	1	0
REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE	1	0
REACTOME_MRNA_EDITING	1	0
REACTOME_MRNA_EDITING_C_TO_U_CONVERSION	1	0
REACTOME_MRNA_SPLICING	0	1
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	1	0
REACTOME_MTORC1_MEDIATED_SIGNALLING	1	0
REACTOME_MTOR_SIGNALLING	1	0
REACTOME_MUCOPOLYSACCHARIDOSES	1	0
REACTOME_MULTIFUNCTIONAL_ANION_EXCHANGERS	1	0
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS	1	0
REACTOME_MUSCLE_CONTRACTION	1	0
REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE	1	0
REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA	1	0
REACTOME_MYOGENESIS	1	0
REACTOME_M_DECAY_DEGRADATION_OF_MATERNAL_MRNAS_BY_MATERNALLY_STORED_FACTORS	1	0
REACTOME_M_PHASE	1	0
REACTOME_NADE_MODULATES_DEATH_SIGNALLING	1	0
REACTOME_NA_CL_DEPENDENT_NEUROTRANSMITTER_TRANSPORTERS	1	0
REACTOME_NCAM1_INTERACTIONS	1	0
REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH	1	0
REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION	1	0
REACTOME_NEDDYLATION	1	0
REACTOME_NEF_AND_SIGNAL_TRANSDUCTION	1	0
REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION	0	1
REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION	0	1
REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION	1	0
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS	1	0
REACTOME_NEGATIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION	1	0
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY	1	0
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS	1	0
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING	1	0
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING	1	0
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING	1	0
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING	1	0
REACTOME_NEGATIVE_REGULATION_OF_FLT3	1	0
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	1	0
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	1	0
REACTOME_NEGATIVE_REGULATION_OF_NMDA_RECEPTOR_MEDIATED_NEURONAL_TRANSMISSION	1	0
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	1	0
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_DVL_INTERACTING_PROTEINS	1	0
REACTOME_NEGATIVE_REGULATION_OF_TCF_DEPENDENT_SIGNALING_BY_WNT_LIGAND_ANTAGONISTS	1	0
REACTOME_NEGATIVE_REGULATION_OF_THE_PI3K_AKT_NETWORK	1	0
REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING	1	0
REACTOME_NEPHRIN_FAMILY_INTERACTIONS	1	0
REACTOME_NERVOUS_SYSTEM_DEVELOPMENT	1	0
REACTOME_NETRIN_1_SIGNALING	1	0
REACTOME_NETRIN_MEDIATED_REPULSION_SIGNALS	1	0
REACTOME_NEUREXINS_AND_NEUROLIGINS	1	0
REACTOME_NEUROFASCIN_INTERACTIONS	1	0
REACTOME_NEURONAL_SYSTEM	1	0
REACTOME_NEUROTOXICITY_OF_CLOSTRIDIUM_TOXINS	1	0
REACTOME_NEUROTRANSMITTER_CLEARANCE	1	0
REACTOME_NEUROTRANSMITTER_RECEPTORS_AND_POSTSYNAPTIC_SIGNAL_TRANSMISSION	1	0
REACTOME_NEUROTRANSMITTER_RELEASE_CYCLE	1	0
REACTOME_NEUTROPHIL_DEGRANULATION	1	0
REACTOME_NFE2L2_REGULATES_PENTOSE_PHOSPHATE_PATHWAY_GENES	1	0
REACTOME_NFE2L2_REGULATING_ANTI_OXIDANT_DETOXIFICATION_ENZYMES	1	0
REACTOME_NFE2L2_REGULATING_ER_STRESS_ASSOCIATED_GENES	1	0
REACTOME_NFE2L2_REGULATING_INFLAMMATION_ASSOCIATED_GENES	1	0
REACTOME_NFE2L2_REGULATING_MDR_ASSOCIATED_ENZYMES	1	0
REACTOME_NFE2L2_REGULATING_TUMORIGENIC_GENES	1	0
REACTOME_NF_KB_ACTIVATION_THROUGH_FADD_RIP_1_PATHWAY_MEDIATED_BY_CASPASE_8_AND_10	1	0
REACTOME_NF_KB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	1	0
REACTOME_NGF_INDEPENDANT_TRKA_ACTIVATION	1	0
REACTOME_NGF_STIMULATED_TRANSCRIPTION	1	0
REACTOME_NICOTINAMIDE_SALVAGING	1	0
REACTOME_NICOTINATE_METABOLISM	1	0
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE	1	0
REACTOME_NOD1_2_SIGNALING_PATHWAY	1	0
REACTOME_NONCANONICAL_ACTIVATION_OF_NOTCH3	1	0
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	1	0
REACTOME_NONSENSE_MEDIATED_DECAY_NMD	1	0
REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS	1	0
REACTOME_NOREPINEPHRINE_NEUROTRANSMITTER_RELEASE_CYCLE	1	0
REACTOME_NOSTRIN_MEDIATED_ENOS_TRAFFICKING	1	0
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	1	0
REACTOME_NOTCH2_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	1	0
REACTOME_NOTCH2_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	1	0
REACTOME_NOTCH3_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	1	0
REACTOME_NOTCH3_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	1	0
REACTOME_NOTCH4_ACTIVATION_AND_TRANSMISSION_OF_SIGNAL_TO_THE_NUCLEUS	1	0
REACTOME_NOTCH4_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION	1	0
REACTOME_NOTCH_HLH_TRANSCRIPTION_PATHWAY	1	0
REACTOME_NPAS4_REGULATES_EXPRESSION_OF_TARGET_GENES	1	0
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING	1	0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_GLUCONEOGENESIS	1	0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_LIPOGENESIS	1	0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_LINKED_TO_TRIGLYCERIDE_LIPOLYSIS_IN_ADIPOSE	1	0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS	1	0
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_LIMIT_CHOLESTEROL_UPTAKE	1	0
REACTOME_NR1H3_NR1H2_REGULATE_GENE_EXPRESSION_LINKED_TO_CHOLESTEROL_TRANSPORT_AND_EFFLUX	1	0
REACTOME_NRAGE_SIGNALS_DEATH_THROUGH_JNK	1	0
REACTOME_NRCAM_INTERACTIONS	1	0
REACTOME_NRIF_SIGNALS_CELL_DEATH_FROM_THE_NUCLEUS	1	0
REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS	1	0
REACTOME_NTRK2_ACTIVATES_RAC1	1	0
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN	1	0
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	1	0
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION	1	0
REACTOME_NUCLEAR_EVENTS_MEDIATED_BY_NFE2L2	1	0
REACTOME_NUCLEAR_EVENTS_STIMULATED_BY_ALK_SIGNALING_IN_CANCER	1	0
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN	1	0
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY	1	0
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	1	0
